0xffffff80086e1f7c: sub	sp, sp, #0xd0
0xffffff80086e59d8: add	x12, x24, #0x100
0xffffff80086e59dc: str	x11, [x10, #8]
0xffffff80086e59e0: str	x10, [x11]
0xffffff80086e59e4: stp	x24, x12, [x9]
0xffffff80086e59e8: ldr	x9, [x8]
0xffffff80086e59ec: cmp	x9, x8
0xffffff80086e59f0: b.ne	#0xffffff80086e59d4
0xffffff80086e59f4: mov	w19, #0x228
0xffffff80086e59f8: madd	x8, x22, x19, x21
0xffffff80086e59fc: str	wzr, [x8, #0x548]
0xffffff80086e5a00: ldrb	w8, [x23, #0x22]
0xffffff80086e5a04: ldurb	w23, [x29, #-0x90]
0xffffff80086e5a08: tbnz	w8, #2, #0xffffff80086e5d04
0xffffff80086e5a0c: umaddl	x8, w23, w19, x21
0xffffff80086e5a10: ldr	x9, [x8, #0x440]
0xffffff80086e5a14: add	x8, x8, #0x440
0xffffff80086e5a18: cmp	x9, x8
0xffffff80086e5a1c: b.eq	#0xffffff80086e5a40
0xffffff80086e5a20: ldp	x10, x11, [x9]
0xffffff80086e5a24: add	x12, x24, #0x100
0xffffff80086e5a28: str	x11, [x10, #8]
0xffffff80086e5a2c: str	x10, [x11]
0xffffff80086e5a30: stp	x24, x12, [x9]
0xffffff80086e5a34: ldr	x9, [x8]
0xffffff80086e5a38: cmp	x9, x8
0xffffff80086e5a3c: b.ne	#0xffffff80086e5a20
0xffffff80086e5a40: mov	w8, #0x228
0xffffff80086e5a44: madd	x8, x23, x8, x21
0xffffff80086e5a48: ldr	x9, [x8, #0x450]
0xffffff80086e5a4c: add	x8, x8, #0x450
0xffffff80086e5a50: cmp	x9, x8
0xffffff80086e5a54: b.eq	#0xffffff80086e5a78
0xffffff80086e5a58: ldp	x10, x11, [x9]
0xffffff80086e5a5c: add	x12, x24, #0x100
0xffffff80086e5a60: str	x11, [x10, #8]
0xffffff80086e5a64: str	x10, [x11]
0xffffff80086e5a68: stp	x24, x12, [x9]
0xffffff80086e5a6c: ldr	x9, [x8]
0xffffff80086e5a70: cmp	x9, x8
0xffffff80086e5a74: b.ne	#0xffffff80086e5a58
0xffffff80086e5a78: mov	w8, #0x228
0xffffff80086e5a7c: madd	x8, x23, x8, x21
0xffffff80086e5a80: mov	w22, wzr
0xffffff80086e5a84: str	wzr, [x8, #0x548]
0xffffff80086e5a88: add	x27, x21, #8
0xffffff80086e5a8c: ldr	x23, [sp, #0x30]
0xffffff80086e5a90: b	#0xffffff80086e5bfc
0xffffff80086e5a94: ldr	x8, [sp, #0x10]
0xffffff80086e5a98: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5a9c: add	x1, x1, #0xdad
0xffffff80086e5aa0: b	#0xffffff80086e58d8
0xffffff80086e5aa4: ldr	x8, [x27, #8]
0xffffff80086e5aa8: adrp	x0, #0xffffff8009837000
0xffffff80086e5aac: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5ab0: add	x0, x0, #0xf90
0xffffff80086e5ab4: ldr	x1, [x8, #0x20]
0xffffff80086e5ab8: add	x2, x2, #0xb8a
0xffffff80086e5abc: mov	w3, w24
0xffffff80086e5ac0: bl	#0xffffff80083d5eec
0xffffff80086e5ac4: tbz	w24, #0x1f, #0xffffff80086e5518
0xffffff80086e5ac8: ldr	x8, [x27, #8]!
0xffffff80086e5acc: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5ad0: add	x1, x1, #0xb5a
0xffffff80086e5ad4: ldr	x0, [x8, #0x20]
0xffffff80086e5ad8: bl	#0xffffff80084332ac
0xffffff80086e5adc: mov	w22, wzr
0xffffff80086e5ae0: b	#0xffffff80086e5bfc
0xffffff80086e5ae4: ldr	x8, [x27, #8]
0xffffff80086e5ae8: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5aec: add	x1, x1, #0xdc6
0xffffff80086e5af0: b	#0xffffff80086e5954
0xffffff80086e5af4: sub	x1, x29, #0xb8
0xffffff80086e5af8: mov	x0, x27
0xffffff80086e5afc: mov	x2, x23
0xffffff80086e5b00: bl	#0xffffff80086ce850
0xffffff80086e5b04: ldr	w8, [x23, #0x118]
0xffffff80086e5b08: orr	w22, w22, w0
0xffffff80086e5b0c: cmp	w8, w19
0xffffff80086e5b10: b.ne	#0xffffff80086e5c9c
0xffffff80086e5b14: mov	x27, x24
0xffffff80086e5b18: ldr	x8, [x27]
0xffffff80086e5b1c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5b20: add	x1, x1, #0xb3c
0xffffff80086e5b24: ldr	x0, [x8, #0x20]
0xffffff80086e5b28: bl	#0xffffff80084332ac
0xffffff80086e5b2c: b	#0xffffff80086e5a8c
0xffffff80086e5b30: ldr	x8, [x27, #8]
0xffffff80086e5b34: adrp	x0, #0xffffff8009837000
0xffffff80086e5b38: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5b3c: add	x0, x0, #0xf90
0xffffff80086e5b40: ldr	x1, [x8, #0x20]
0xffffff80086e5b44: add	x2, x2, #0xb8a
0xffffff80086e5b48: mov	w3, w25
0xffffff80086e5b4c: bl	#0xffffff80083d5eec
0xffffff80086e5b50: tbz	w25, #0x1f, #0xffffff80086e5564
0xffffff80086e5b54: ldr	x8, [x27, #8]!
0xffffff80086e5b58: adrp	x1, #0xffffff8008fcf000
0xffffff80086e5b5c: add	x1, x1, #0xb5a
0xffffff80086e5b60: ldr	x0, [x8, #0x20]
0xffffff80086e5b64: bl	#0xffffff80084332ac
0xffffff80086e5b68: adrp	x8, #0xffffff8009838000
0xffffff80086e5b6c: add	x8, x8, #0x1e8
0xffffff80086e5b70: ldrb	w8, [x8, #0x22]
0xffffff80086e5b74: tbnz	w8, #2, #0xffffff80086e5c78
0xffffff80086e5b78: mov	w8, #0x228
0xffffff80086e5b7c: madd	x8, x24, x8, x21
0xffffff80086e5b80: ldr	x10, [x8, #0x440]
0xffffff80086e5b84: ldr	x23, [sp, #0x30]
0xffffff80086e5b88: add	x9, x8, #0x440
0xffffff80086e5b8c: mov	x8, #0x100
0xffffff80086e5b90: cmp	x10, x9
0xffffff80086e5b94: movk	x8, #0xdead, lsl #48
0xffffff80086e5b98: b.eq	#0xffffff80086e5bbc
0xffffff80086e5b9c: ldp	x11, x12, [x10]
0xffffff80086e5ba0: add	x13, x8, #0x100
0xffffff80086e5ba4: str	x12, [x11, #8]
0xffffff80086e5ba8: str	x11, [x12]
0xffffff80086e5bac: stp	x8, x13, [x10]
0xffffff80086e5bb0: ldr	x10, [x9]
0xffffff80086e5bb4: cmp	x10, x9
0xffffff80086e5bb8: b.ne	#0xffffff80086e5b9c
0xffffff80086e5bbc: mov	w9, #0x228
0xffffff80086e5bc0: madd	x9, x24, x9, x21
0xffffff80086e5bc4: ldr	x10, [x9, #0x450]
0xffffff80086e5bc8: add	x9, x9, #0x450
0xffffff80086e5bcc: cmp	x10, x9
0xffffff80086e5bd0: b.eq	#0xffffff80086e5bf4
0xffffff80086e5bd4: ldp	x11, x12, [x10]
0xffffff80086e5bd8: add	x13, x8, #0x100
0xffffff80086e5bdc: str	x12, [x11, #8]
0xffffff80086e5be0: str	x11, [x12]
0xffffff80086e5be4: stp	x8, x13, [x10]
0xffffff80086e5be8: ldr	x10, [x9]
0xffffff80086e5bec: cmp	x10, x9
0xffffff80086e5bf0: b.ne	#0xffffff80086e5bd4
0xffffff80086e5bf4: mov	w22, wzr
0xffffff80086e5bf8: str	wzr, [x26]
0xffffff80086e5bfc: mov	w8, #0x4002
0xffffff80086e5c00: str	w8, [x20, #0x118]
0xffffff80086e5c04: ldr	x0, [x27]
0xffffff80086e5c08: bl	#0xffffff80086e6e84
0xffffff80086e5c0c: mov	x0, x20
0xffffff80086e5c10: mov	x1, xzr
0xffffff80086e5c14: bl	#0xffffff80086ce10c
0xffffff80086e5c18: tbnz	w22, #0, #0xffffff80086e5c20
0xffffff80086e5c1c: tbz	w0, #0, #0xffffff80086e5c3c
0xffffff80086e5c20: ldr	x0, [x27]
0xffffff80086e5c24: mov	w8, #0x17ab
0xffffff80086e5c28: mov	w9, #1
0xffffff80086e5c2c: ldrb	w8, [x0, x8]
0xffffff80086e5c30: lsl	w8, w9, w8
0xffffff80086e5c34: sub	w1, w8, #1
0xffffff80086e5c38: bl	#0xffffff80086d45dc
0xffffff80086e5c3c: mov	x0, x23
0xffffff80086e5c40: bl	#0xffffff8008ca83d0
0xffffff80086e5c44: adrp	x9, #0xffffff80096d3000
0xffffff80086e5c48: ldur	x8, [x29, #-0x58]
0xffffff80086e5c4c: ldr	x9, [x9, #0xa48]
0xffffff80086e5c50: cmp	x9, x8
0xffffff80086e5c54: b.ne	#0xffffff80086e5d28
0xffffff80086e5c58: ldp	x29, x30, [sp, #0x1b0]
0xffffff80086e5c5c: ldp	x20, x19, [sp, #0x1a0]
0xffffff80086e5c60: ldp	x22, x21, [sp, #0x190]
0xffffff80086e5c64: ldp	x24, x23, [sp, #0x180]
0xffffff80086e5c68: ldp	x26, x25, [sp, #0x170]
0xffffff80086e5c6c: ldp	x28, x27, [sp, #0x160]
0xffffff80086e5c70: add	sp, sp, #0x1c0
0xffffff80086e5c74: ret	
0xffffff80086e5c78: ldr	x8, [x27]
0xffffff80086e5c7c: adrp	x0, #0xffffff8009838000
0xffffff80086e5c80: adrp	x2, #0xffffff8008fd0000
0xffffff80086e5c84: add	x0, x0, #0x1e8
0xffffff80086e5c88: ldr	x1, [x8, #0x20]
0xffffff80086e5c8c: add	x2, x2, #0xc6
0xffffff80086e5c90: mov	w3, w24
0xffffff80086e5c94: bl	#0xffffff80083d5eec
0xffffff80086e5c98: b	#0xffffff80086e5b78
0xffffff80086e5c9c: ldr	x23, [sp, #0x30]
0xffffff80086e5ca0: mov	w8, #1
0xffffff80086e5ca4: mov	x27, x24
0xffffff80086e5ca8: str	w8, [x20, #0x118]
0xffffff80086e5cac: tbnz	w22, #0, #0xffffff80086e5c20
0xffffff80086e5cb0: b	#0xffffff80086e5c3c
0xffffff80086e5cb4: ldr	x8, [x27, #8]
0xffffff80086e5cb8: mov	x19, x20
0xffffff80086e5cbc: adrp	x0, #0xffffff8009837000
0xffffff80086e5cc0: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5cc4: ldr	x1, [x8, #0x20]
0xffffff80086e5cc8: ldr	x3, [x19, #0xc8]!
0xffffff80086e5ccc: add	x0, x0, #0xfb8
0xffffff80086e5cd0: add	x2, x2, #0xbd0
0xffffff80086e5cd4: mov	w4, #8
0xffffff80086e5cd8: bl	#0xffffff80083d5eec
0xffffff80086e5cdc: b	#0xffffff80086e55b8
0xffffff80086e5ce0: ldr	x8, [x27, #8]
0xffffff80086e5ce4: adrp	x0, #0xffffff8009838000
0xffffff80086e5ce8: adrp	x2, #0xffffff8008fd0000
0xffffff80086e5cec: add	x0, x0, #0x1e8
0xffffff80086e5cf0: ldr	x1, [x8, #0x20]
0xffffff80086e5cf4: add	x2, x2, #0xc6
0xffffff80086e5cf8: mov	w3, w22
0xffffff80086e5cfc: bl	#0xffffff80083d5eec
0xffffff80086e5d00: b	#0xffffff80086e597c
0xffffff80086e5d04: ldr	x8, [x27, #8]
0xffffff80086e5d08: adrp	x0, #0xffffff8009838000
0xffffff80086e5d0c: adrp	x2, #0xffffff8008fd0000
0xffffff80086e5d10: add	x0, x0, #0x1e8
0xffffff80086e5d14: ldr	x1, [x8, #0x20]
0xffffff80086e5d18: add	x2, x2, #0xc6
0xffffff80086e5d1c: mov	w3, w23
0xffffff80086e5d20: bl	#0xffffff80083d5eec
0xffffff80086e5d24: b	#0xffffff80086e5a0c
0xffffff80086e5d28: bl	#0xffffff80080a3ba4
0xffffff80086e5d2c: ldr	x8, [x24]
0xffffff80086e5d30: adrp	x0, #0xffffff8009837000
0xffffff80086e5d34: adrp	x2, #0xffffff8008fcf000
0xffffff80086e5d38: add	x0, x0, #0xfe0
0xffffff80086e5d3c: ldr	x1, [x8, #0x20]
0xffffff80086e5d40: add	x2, x2, #0xdd7
0xffffff80086e5d44: mov	x3, x26
0xffffff80086e5d48: mov	x4, x25
0xffffff80086e5d4c: bl	#0xffffff80083d5eec
0xffffff80086e5d50: b	#0xffffff80086e5780
0xffffff80086e5d54: ldr	x8, [x24]
0xffffff80086e5d58: adrp	x0, #0xffffff8009838000
0xffffff80086e5d5c: adrp	x2, #0xffffff8008fd0000
0xffffff80086e5d60: add	x0, x0, #0x1e8
0xffffff80086e5d64: ldr	x1, [x8, #0x20]
0xffffff80086e5d68: add	x2, x2, #0xc6
0xffffff80086e5d6c: mov	w3, w23
0xffffff80086e5d70: bl	#0xffffff80083d5eec
0xffffff80086e5d74: b	#0xffffff80086e5800
0xffffff80086e5d78: sub	sp, sp, #0xf0
0xffffff80086e5d7c: adrp	x8, #0xffffff80096d3000
0xffffff80086e5d80: ldr	x8, [x8, #0xa48]
0xffffff80086e5d84: stp	x29, x30, [sp, #0xe0]
0xffffff80086e5d88: add	x29, sp, #0xe0
0xffffff80086e5d8c: stp	x28, x27, [sp, #0x90]
0xffffff80086e5d90: stp	x26, x25, [sp, #0xa0]
0xffffff80086e5d94: stp	x24, x23, [sp, #0xb0]
0xffffff80086e5d98: stp	x22, x21, [sp, #0xc0]
0xffffff80086e5d9c: stp	x20, x19, [sp, #0xd0]
0xffffff80086e5da0: str	x2, [sp]
0xffffff80086e5da4: stur	x8, [x29, #-0x58]
0xffffff80086e5da8: adrp	x8, #0xffffff8009838000
0xffffff80086e5dac: add	x8, x8, #0x30
0xffffff80086e5db0: ldrb	w8, [x8, #0x22]
0xffffff80086e5db4: mov	w20, w7
0xffffff80086e5db8: mov	w25, w6
0xffffff80086e5dbc: mov	w21, w5
0xffffff80086e5dc0: mov	w22, w4
0xffffff80086e5dc4: mov	x23, x3
0xffffff80086e5dc8: mov	x27, x1
0xffffff80086e5dcc: mov	x19, x0
0xffffff80086e5dd0: tbnz	w8, #2, #0xffffff80086e6044
0xffffff80086e5dd4: cbz	x27, #0xffffff80086e606c
0xffffff80086e5dd8: and	w26, w25, #0xffff
0xffffff80086e5ddc: mov	w25, #1
0xffffff80086e5de0: mov	w24, #1
0xffffff80086e5de4: adrp	x8, #0xffffff8009838000
0xffffff80086e5de8: add	x8, x8, #0x58
0xffffff80086e5dec: ldrb	w8, [x8, #0x22]
0xffffff80086e5df0: mov	x28, x27
0xffffff80086e5df4: tbnz	w8, #2, #0xffffff80086e5fa0
0xffffff80086e5df8: mov	w2, #0x30
